country,country_code,year, tourism_receipts ,tourism_arrivals,tourism_exports,tourism_departures,tourism_expenditures, gdp ,inflation,unemployment
Uzbekistan,UZB,1999," $102,000,000 ",487000,,202000,," $17,078,465,982.03 ",,
St. Vincent and the Grenadines,VCT,1999,,223000,,,," $390,718,518.52 ",1.013550444,
"Venezuela, RB",VEN,1999," $643,000,000 ",702000,2.881469863,754000,7.937697372," $97,972,842,461.51 ",,
British Virgin Islands,VGB,1999," $339,000,000 ",284000,,,,,,
Virgin Islands (U.S.),VIR,1999," $955,000,000 ",1964000,,,,,,
Viet Nam,VNM,1999,,1782000,,,," $28,683,659,006.78 ",4.117102358,2.33
Vanuatu,VUT,1999," $59,000,000 ",96000,42.00560816,12000,," $268,006,972.69 ",1.998974885,
World,WLD,1999," $583,237,468,517 ",1254467158,7.664548684,1043185311,7.377845763," $32,747,088,959,180.20 ",3.041946671,6.214200279
Samoa,WSM,1999," $42,500,000 ",,53.48045939,58000,3.066857806," $255,408,060.26 ",0.265120133,
Kosovo,XKX,1999,,,,,,,,
"Yemen, Rep.",YEM,1999,,,,,," $7,639,325,295.88 ",8.660219494,11.46
South Africa,ZAF,1999," $3,407,000,000 ",6026000,10.09664877,,8.971695843," $151,516,957,078.54 ",5.181492797,25.37
Zambia,ZMB,1999,,404000,,,8.504847763," $3,404,284,890.53 ",26.78769668,
Zimbabwe,ZWE,1999," $202,000,000 ",2250000,,331000,," $6,858,013,100.00 ",,6
Aruba,ABW,2000," $850,000,000 ",1211000,46.81596081,,10.82449749," $1,873,452,513.97 ",4.044021312,6.92
Africa Eastern and Southern,AFE,2000," $7,035,528,873 ",15353177.3,9.68641367,,7.523516356," $287,201,650,974.24 ",8.601485149,
Afghanistan,AFG,2000,,,,,," $3,521,418,059.92 ",,
Africa Western and Central,AFW,2000," $1,475,215,373 ",4162850.003,3.241123279,,6.130525255," $142,140,075,688.04 ",2.530775167,
Angola,AGO,2000," $34,000,000 ",51000,0.415242324,,2.544006078," $9,129,594,970.15 ",324.9968716,
Albania,ALB,2000," $398,000,000 ",317000,71.77637511,,21.47670888," $3,480,355,258.04 ",0.050018136,16.8
Andorra,AND,2000,,10991000,,,," $1,432,606,188.69 ",,
Arab World,ARB,2000,,,,,," $763,411,636,190.43 ",1.853790353,
United Arab Emirates,ARE,2000," $1,063,000,000 ",,,,," $104,337,372,362.15 ",,2.25
Argentina,ARG,2000," $3,195,000,000 ",2909000,10.22828105,,16.51102966," $284,203,750,000.00 ",,15
Armenia,ARM,2000," $52,000,000 ",45000,11.44934892,111000,5.679793969," $1,911,563,668.85 ",-0.790883769,
American Samoa,ASM,2000,,44000,,,,,,5.05
Antigua and Barbuda,ATG,2000,,634000,,,," $900,551,851.85 ",0.771779797,
Australia,AUS,2000," $11,594,000,000 ",4931000,13.80413131,3498000,10.26985249," $416,167,815,092.91 ",4.457435148,6.288
Austria,AUT,2000," $11,382,000,000 ",17982000,,7528000,," $196,181,599,831.29 ",2.344862854,4.687
Azerbaijan,AZE,2000," $68,000,000 ",681000,3.21041989,1326000,6.819819384," $5,272,615,722.97 ",1.805003037,11.78
Burundi,BDI,2000," $1,400,000 ",29000,2.640132955,28000,," $870,486,065.88 ",24.43202421,
Belgium,BEL,2000,,6457000,,7932000,," $236,792,460,312.47 ",2.544517762,6.586
Benin,BEN,2000," $77,400,002 ",1068000,14.6120668,,7.047215786," $3,519,991,440.48 ",4.165404423,
Burkina Faso,BFA,2000," $23,000,000 ",126000,,,," $2,968,370,087.60 ",-0.304212168,
Bangladesh,BGD,2000,,199000,,1128000,4.869155828," $53,369,787,318.62 ",2.208256209,3.27
Bulgaria,BGR,2000," $1,364,000,000 ",4922000,19.4862686,2337000,9.961158455," $13,245,990,274.46 ",10.31626213,16.218
Bahrain,BHR,2000," $854,000,000 ",3869000,11.90057716,,8.281287454," $9,062,898,936.17 ",-0.704852953,
"Bahamas, The",BHS,2000," $1,753,000,000 ",4204000,71.90260949,,11.56614974," $8,076,470,000.00 ",1.606329417,
Bosnia and Herzegovina,BIH,2000," $246,000,000 ",171000,15.57168812,,2.212970342," $5,567,772,768.81 ",,
Belarus,BLR,2000," $188,000,000 ",2030000,2.667499078,4747000,3.243640757," $12,736,780,455.15 ",168.6202359,2.1
Belize,BLZ,2000,,374000,,,7.454288671," $1,138,900,000.00 ",3.067439669,
Bermuda,BMU,2000,,539000,,,," $3,480,219,000.00 ",,2.71
Bolivia,BOL,2000," $101,000,000 ",319000,6.870635677,201000,5.582720517," $8,397,855,484.77 ",4.608229989,4.47
Brazil,BRA,2000," $1,969,000,000 ",5313000,3.096695805,3228000,6.133140133," $655,448,231,983.53 ",7.044141059,
Barbados,BRB,2000," $795,000,000 ",1078000,56.68353677,,9.680292946," $3,059,500,000.00 ",2.435813035,9.35
Brunei Darussalam,BRN,2000,,984000,,,," $6,570,999,059.71 ",1.558152476,
Bhutan,BTN,2000," $10,000,000 ",7599.999905,,,," $460,733,418.40 ",4.012120811,
Botswana,BWA,2000," $227,000,000 ",1306000,7.566961797,,9.006647909," $5,788,329,609.16 ",8.601485149,15.88
Central African Republic,CAF,2000," $5,000,000 ",11199.99981,,,," $916,777,282.69 ",3.203400916,
Canada,CAN,2000," $13,035,000,000 ",48638000,3.971326117,,5.276957066," $744,773,415,931.59 ",2.719439957,6.829
Central Europe and the Baltics,CEB,2000," $20,466,141,201 ",206946379.3,12.36150685,106599221.4,5.464958023," $429,355,161,034.99 ",8.911744187,11.93753277
Switzerland,CHE,2000," $9,058,000,000 ",7821000,6.363986558,,6.054285302," $279,216,033,870.20 ",1.558529197,2.658
Channel Islands,CHI,2000,,,,,," $6,439,703,434.71 ",,
Chile,CHL,2000," $1,179,000,000 ",,5.061573121,1528000,4.129155057," $78,339,750,721.74 ",3.843272957,10.491
China,CHN,2000," $17,318,000,000 ",83444000,9.112847893,10473000,8.791564714," $1,211,331,651,866.09 ",0.347811227,3.707
Cote d'Ivoire,CIV,2000," $53,000,000 ",,,,," $16,577,533,891.88 ",2.530775167,
Cameroon,CMR,2000," $132,000,000 ",,4.937589437,,9.614278331," $10,566,579,294.98 ",1.22719013,
"Congo, Dem. Rep.",COD,2000,,103000,,,," $19,088,046,305.80 ",513.9068437,
"Congo, Rep.",COG,2000," $12,400,000 ",,0.470616643,,4.930711448," $3,227,927,697.58 ",-0.881991517,
Colombia,COL,2000," $1,313,000,000 ",707000,8.306622522,1235000,10.02901082," $99,875,074,951.03 ",9.225348186,20.52
Comoros,COM,2000," $15,000,000 ",24000,,,," $351,136,579.65 ",,
Cabo Verde,CPV,2000," $64,000,000 ",115000,45.48867908,,12.55103462," $539,227,277.63 ",-2.477456685,
Costa Rica,CRI,2000," $1,629,000,000 ",1278000,25.12652845,381000,8.347555571," $15,013,629,661.90 ",10.96154966,
Caribbean small states,CSS,2000," $5,535,249,012 ",11115377.44,56.61624813,,10.51921514," $17,471,510,858.49 ",2.181818182,
Cuba,CUB,2000," $1,948,000,000 ",1774000,,139000,," $30,565,400,000.00 ",,5.45
Curacao,CUW,2000," $227,000,000 ",514000,,,," $2,120,511,229.05 ",,
Cayman Islands,CYM,2000," $559,000,000 ",1385000,,,,,,
Cyprus,CYP,2000," $2,137,000,000 ",2912000,42.5783031,588000,10.56030346," $9,985,847,313.85 ",4.141657647,4.766
Czechia,CZE,2000,,,,,," $62,175,642,238.08 ",3.775388292,8.764
Germany,DEU,2000," $24,943,000,000 ",18983000,4.273731528,80507000,9.940256672," $1,966,980,701,145.10 ",1.440268387,7.917
Djibouti,DJI,2000," $8,100,000 ",20100.00038,4.191655068,,5.329073554," $551,230,861.86 ",,
Dominica,DMA,2000," $48,000,000 ",312000,29.48419059,,," $333,470,370.37 ",0.856946805,
Denmark,DNK,2000," $3,671,000,000 ",,4.973903505,5011000,7.238141363," $164,043,817,223.59 ",2.903282032,4.476
Dominican Republic,DOM,2000," $2,860,000,000 ",3161000,48.45979193,360000,5.648774601," $24,305,780,628.67 ",7.724135662,6.432
Algeria,DZA,2000,,866000,,1006000,," $54,790,398,570.33 ",0.339163189,29.77
East Asia & Pacific (excluding high income),EAP,2000,,116409725.6,8.723496732,28789531.07,5.963773079," $1,736,183,129,453.76 ",2.158518106,4.072123383
Early-demographic dividend,EAR,2000,,190532159.7,7.681184639,216559415.8,5.805684585," $3,377,596,807,804.83 ",3.899529803,5.420241652
East Asia & Pacific,EAS,2000,,168455262.8,4.539568077,134784939.1,6.595802157," $8,377,973,566,013.96 ",1.591969175,4.142086846
Europe & Central Asia (excluding high income),ECA,2000,,61157451.51,,,," $390,704,738,797.44 ",15.94081244,8.575861126
Europe & Central Asia,ECS,2000," $227,630,638,007 ",746290155.9,7.319240635,457405981.2,7.71102684," $10,077,566,274,954.80 ",3.775388292,9.199000201
Ecuador,ECU,2000," $451,000,000 ",627000,7.636305208,520000,8.443811557," $17,539,454,727.36 ",96.09637569,4.8
"Egypt, Arab Rep.",EGY,2000," $4,657,000,000 ",5506000,27.61503795,,5.267525661," $99,838,543,960.08 ",2.683805353,8.98
Euro area,EMU,2000," $155,915,507,082 ",,7.698423545,222897314.8,7.921821475," $6,528,628,818,219.35 ",2.9475656,9.503379599
Eritrea,ERI,2000," $36,000,000 ",70000,36.84044642,,," $706,370,815.58 ",,
Spain,ESP,2000,,74580000,,,," $598,102,854,756.08 ",3.433515634,13.785
Estonia,EST,2000," $657,000,000 ",3310000,18.75275069,1800000,6.865139259," $5,686,579,747.54 ",4.018489525,13.36
Ethiopia,ETH,2000," $205,000,000 ",136000,20.65975423,,4.93528176," $8,242,349,617.86 ",0.662458109,
European Union,EUU,2000," $181,197,546,991 ",650173237.9,7.616614901,325163288.8,7.836127531," $7,288,425,137,833.71 ",3.15076707,9.701564557
Fragile and conflict affected situations,FCS,2000,,13329949.62,2.214015244,,6.139011186," $468,035,912,008.33 ",3.822600881,
Finland,FIN,2000," $2,035,000,000 ",2714000,3.855617038,,5.760256588," $125,967,821,110.59 ",3.042100807,11.135
Fiji,FJI,2000," $291,000,000 ",434000,30.05278205,83000,8.717085684," $1,678,219,507.90 ",1.0921646,
France,FRA,2000," $38,706,000,000 ",,9.918545496,,7.690060631," $1,360,959,069,477.49 ",1.675959887,10.218
Faroe Islands,FRO,2000,,,,,," $1,067,109,530.65 ",,4.17
"Micronesia, Fed. Sts.",FSM,2000," $17,000,000 ",20500,,,," $233,271,800.00 ",2.158518106,
Gabon,GAB,2000," $99,000,000 ",230000,2.834287919,168000,11.08995424," $5,080,483,628.53 ",0.504920026,
United Kingdom,GBR,2000,,25209000,,56837000,," $1,665,534,876,683.31 ",1.182956242,5.558
Georgia,GEO,2000," $107,000,000 ",387000,12.64364959,315000,9.852085616," $3,057,475,335.19 ",4.063962014,10.82
Ghana,GHA,2000," $357,000,000 ",399000,14.62758621,,4.835505838," $4,982,850,662.21 ",40.24093312,10.456
Gibraltar,GIB,2000,,,,,,,,
Guinea,GIN,2000," $7,800,000 ",33000,1.062540572,,1.491244227," $4,367,458,866.72 ",,
"Gambia, The",GMB,2000,,79000,,,," $782,913,871.81 ",0.844969567,
Guinea-Bissau,GNB,2000,,,,,," $391,345,597.49 ",8.636320949,
Equatorial Guinea,GNQ,2000," $5,000,000 ",,,,," $1,045,998,496.44 ",4.802288869,
Greece,GRC,2000," $9,264,000,000 ",13567000,31.50323999,,10.94727777," $125,760,166,224.81 ",3.151181625,11.345
Grenada,GRD,2000," $93,000,000 ",316000,39.6247716,,," $520,044,370.37 ",2.181818182,
Greenland,GRL,2000,,,,,," $1,068,025,016.01 ",,11.02
Guatemala,GTM,2000," $498,000,000 ",826000,12.89721078,488000,3.880285991," $19,288,929,030.05 ",5.977577347,
Guam,GUM,2000,,1287000,,,,,,15.32
Guyana,GUY,2000," $80,000,000 ",105000,11.90121988,,10.35920893," $712,667,896.73 ",6.14854333,
High income,HIC,2000," $406,354,078,434 ",929784135.7,6.860366686,644643750.3,6.893488457," $28,051,786,134,447.00 ",2.686847367,7.126111774
"Hong Kong SAR, China",HKG,2000," $8,198,000,000 ",13059000,3.789383006,58901000,5.988263508," $171,668,891,194.35 ",-3.685503686,4.92
Honduras,HND,2000," $263,000,000 ",689000,10.34278234,,5.868782164," $7,186,638,029.06 ",11.04803493,
Heavily indebted poor countries (HIPC),HPC,2000," $3,042,986,472 ",7778591,9.839811611,,7.378587899," $181,381,054,438.02 ",4.165404423,
Croatia,HRV,2000," $2,871,000,000 ",37226000,37.70356284,,7.375739551," $22,134,411,297.47 ",4.611315547,16.064
Haiti,HTI,2000," $128,000,000 ",445000,25.41195156,,12.63954644," $6,813,566,098.87 ",9.333221976,
Hungary,HUN,2000," $3,809,000,000 ",31141000,11.93645125,11065000,5.114574129," $47,218,405,892.43 ",9.803610169,6.563
IBRD only,IBD,2000,,468296048.9,8.469593666,320226254.6,5.793103433," $5,873,152,773,879.72 ",4.687570137,5.358681561
IDA & IBRD total,IBT,2000,,508311572.2,8.421879114,411277764.4,5.796080348," $6,391,423,006,086.92 ",4.18234634,5.358513465
IDA total,IDA,2000," $7,615,135,304 ",23005231.32,7.656864717,,5.834011804," $518,692,130,946.02 ",3.861065342,
IDA blend,IDB,2000," $2,589,690,684 ",,5.175129682,,5.299714732," $227,751,012,596.49 ",3.067439669,
Indonesia,IDN,2000,,5064000,,2205000,," $165,021,012,077.81 ",3.68861916,6.078
IDA only,IDX,2000," $5,061,015,410 ",12504714.57,,,6.192533546," $291,563,016,615.71 ",4.012120811,
Isle of Man,IMN,2000,,,,,," $1,601,050,083.22 ",,0.6
India,IND,2000," $3,598,000,000 ",2649000,6.003500853,4416000,5.04411947," $468,395,521,654.46 ",4.00943591,2.731
Not classified,INX,2000,,,,,,,,
Ireland,IRL,2000," $3,517,000,000 ",6646000,,3783000,," $100,207,610,429.91 ",5.577632699,4.318
"Iran, Islamic Rep.",IRN,2000," $677,000,000 ",1342000,2.277390924,,3.833628521," $109,591,707,801.43 ",14.47675132,
Iraq,IRQ,2000,,78000,,,," $48,364,250,943.91 ",4.978962132,
Iceland,ISL,2000," $386,000,000 ",328000,13.31418906,283000,," $9,025,660,361.76 ",5.136471232,1.936
Israel,ISR,2000," $4,611,000,000 ",2672000,9.896718694,3530000,7.977467341," $136,225,025,139.19 ",1.03264095,11.102
Italy,ITA,2000," $28,712,000,000 ",62702000,9.792397363,44628000,6.400732249," $1,149,661,363,439.38 ",2.537685321,10.834
Jamaica,JAM,2000," $1,577,000,000 ",2230000,43.94593841,,5.376344086," $9,005,064,474.93 ",8.171083561,15.539
Jordan,JOR,2000," $935,000,000 ",2700000,26.42042964,1625000,6.677367938," $8,460,789,844.85 ",0.666880926,13.7
Japan,JPN,2000," $5,970,000,000 ",4757000,1.139915259,17819000,9.379675363," $4,968,359,075,956.59 ",-0.676578684,4.748
Kazakhstan,KAZ,2000," $403,000,000 ",1683000,3.940889883,,5.384758323," $18,291,990,662.04 ",13.18089059,12.75
Kenya,KEN,2000," $500,000,000 ",1037000,18.01413477,,4.146021269," $12,705,350,097.80 ",9.980025154,
Kyrgyz Republic,KGZ,2000," $20,000,000 ",173000,3.490644354,,4.278782954," $1,369,688,498.07 ",18.70073428,7.54
Cambodia,KHM,2000," $345,000,000 ",466000,18.89830809,41000,2.297577312," $3,694,168,979.32 ",-0.791992529,2.764
Kiribati,KIR,2000," $2,700,000 ",13399.99962,,,," $74,910,555.25 ",,
St. Kitts and Nevis,KNA,2000," $58,000,000 ",247000,29.01723532,,," $421,695,769.84 ",2.148855327,
"Korea, Rep.",KOR,2000," $8,527,000,000 ",5322000,4.219615994,5508000,4.236583176," $576,179,387,819.61 ",2.259165801,4.063
Kuwait,KWT,2000," $394,000,000 ",1944000,1.849654492,1236000,25.07827191," $37,718,743,480.08 ",1.812946139,0.8
Latin America & Caribbean (excluding high income),LAC,2000," $26,836,449,655 ",135852472.5,7.415909802,147337198.1,5.78370118," $2,001,500,299,076.34 ",7.069913523,
Lao PDR,LAO,2000,,737000,,,," $1,731,198,022.47 ",25.08464143,
Lebanon,LBN,2000," $742,000,000 ",742000,,,," $17,260,364,842.45 ",,
Liberia,LBR,2000,,,,,," $874,000,000.00 ",,
Libya,LBY,2000," $84,000,000 ",963000,0.687960688,,9.852707006," $38,270,954,138.11 ",-2.9,
St. Lucia,LCA,2000," $281,000,000 ",727000,74.05171022,,," $932,592,592.59 ",3.710786087,16.49
Latin America & Caribbean,LCN,2000," $38,615,438,788 ",161345288.5,7.659090328,152083148.4,5.847963165," $2,326,949,294,888.47 ",4.608229989,
Least developed countries: UN classification,LDC,2000," $3,227,514,900 ",8410825.329,8.721244161,,5.971704625," $224,233,567,061.66 ",4.032467113,
Low income,LIC,2000," $1,507,706,348 ",,,,," $123,884,077,543.32 ",3.607311233,
Liechtenstein,LIE,2000,,61599.99847,,,," $2,483,889,858.32 ",,1.27
Sri Lanka,LKA,2000," $388,000,000 ",445000,6.083162304,524000,4.725472897," $16,330,814,179.98 ",6.17627591,7.74
Lower middle income,LMC,2000," $30,086,088,094 ",60822587.41,10.14044193,,5.241490359," $1,185,565,463,800.71 ",4.010778361,4.130483947
Low & middle income,LMY,2000,,376460649.1,8.161350142,329000990.5,5.784984257," $5,680,763,266,228.64 ",4.063962014,4.961732148
Lesotho,LSO,2000,,302000,,,18.7118043," $887,291,687.92 ",6.131975387,
Late-demographic dividend,LTE,2000,,284253258.6,9.361887383,137883028.7,6.433262458," $3,414,598,526,583.51 ",4.10280983,5.148239088
Lithuania,LTU,2000," $430,000,000 ",4092000,9.683463347,,5.053981753," $11,550,695,727.23 ",0.981615479,15.931
Luxembourg,LUX,2000,,852000,,950000,," $21,230,182,989.30 ",3.15076707,2.345
Latvia,LVA,2000," $172,000,000 ",1882000,7.341635827,2596000,10.11347784," $7,761,252,607.18 ",2.654254778,14.211
"Macao SAR, China",MAC,2000," $3,205,000,000 ",9162000,,,," $6,774,193,548.39 ",-1.60971884,6.874
St. Martin (French part),MAF,2000,,,,,,,,
Morocco,MAR,2000," $2,280,000,000 ",4458000,25.7601314,1508000,4.623492774," $43,017,455,401.84 ",1.894634568,13.58
Monaco,MCO,2000,,300000,,,," $2,654,462,665.27 ",,3.6
Moldova,MDA,2000," $57,000,000 ",18000,10.17239533,,9.653484796," $1,288,429,391.80 ",31.29930158,8.539
Madagascar,MDG,2000," $152,000,000 ",,18.46767863,,12.03738921," $4,629,247,203.85 ",11.8596845,5.8
Maldives,MDV,2000,,467000,,42000,13.2845086," $624,337,145.28 ",-1.174756812,1.97
Middle East & North Africa,MEA,2000,,,,,7.921393625," $995,464,425,139.52 ",1.812946139,
Mexico,MEX,2000," $9,133,000,000 ",105673000,5.077383399,127268000,3.318251632," $742,061,329,643.37 ",9.491561494,2.646
Marshall Islands,MHL,2000," $3,000,000 ",5199.999809,,,," $114,838,500.00 ",,
Middle income,MIC,2000,,369017840.4,8.15603918,306243685.5,5.781958394," $5,558,375,094,721.75 ",4.199288256,4.957916351
North Macedonia,MKD,2000," $88,000,000 ",224000,7.747339915,,3.262093257," $3,772,859,034.21 ",6.60742291,32.2
Mali,MLI,2000," $47,000,000 ",86000,7.289768032,,7.110558573," $2,961,484,953.86 ",-0.677661659,
Malta,MLT,2000," $731,000,000 ",1387000,20.43348525,,5.609552323," $4,036,810,072.09 ",2.369592875,6.324
Myanmar,MMR,2000," $195,000,000 ",416000,9.242836362,,1.21923333," $8,905,066,163.59 ",-0.109165515,
Middle East & North Africa (excluding high income),MNA,2000," $17,739,281,846 ",25593702.35,13.25303415,,5.200932721," $474,549,193,839.26 ",2.683805353,
Montenegro,MNE,2000,,,,,," $984,293,043.81 ",,
Mongolia,MNG,2000," $43,000,000 ",158000,7.010773095,,7.003357967," $1,136,896,123.61 ",11.59553876,
Northern Mariana Islands,MNP,2000,,529000,,,,,,3.83
Mozambique,MOZ,2000,,,,,," $5,930,685,214.62 ",,
Mauritania,MRT,2000,,30000,,,," $1,779,520,886.47 ",3.254067458,
Mauritius,MUS,2000," $732,000,000 ",678000,27.91361952,163000,7.499381007," $4,726,108,622.48 ",4.199288256,
Malawi,MWI,2000," $29,000,000 ",228000,6.629810106,,8.424849535," $2,537,307,580.33 ",29.58148846,
Malaysia,MYS,2000," $5,873,000,000 ",10222000,5.230374203,30532000,2.697666446," $93,789,736,842.11 ",1.534740237,3
North America,NAC,2000," $150,812,611,350 ",127520000,9.307818937,115824362.9,5.784883234," $10,999,205,634,931.60 ",3.048148614,4.275832391
Namibia,NAM,2000," $145,000,000 ",759000,9.775598189,,," $3,922,232,164.83 ",,20.3
New Caledonia,NCL,2000,,110000,,69000,," $3,420,032,041.07 ",,
Niger,NER,2000," $23,100,000 ",50000,7.187017366,,7.007111512," $2,241,753,192.81 ",2.900149736,
Nigeria,NGA,2000," $186,000,000 ",1492000,0.887174471,,5.075929204," $69,171,451,627.25 ",6.933292156,
Nicaragua,NIC,2000,,581000,,486000,6.287738909," $5,109,587,049.97 ",7.069913523,
Netherlands,NLD,2000," $11,285,000,000 ",10003000,4.566376122,13896000,5.899606929," $417,649,282,153.73 ",2.360522338,2.725
Norway,NOR,2000," $2,521,000,000 ",3104000,3.22747416,2394000,9.889670335," $171,457,201,935.97 ",3.085506091,3.458
Nepal,NPL,2000," $219,000,000 ",464000,17.08166288,155000,6.089200369," $5,494,252,207.91 ",2.478820207,
Nauru,NRU,2000,,,,,," $26,930,980.34 ",,
New Zealand,NZL,2000," $2,272,000,000 ",1787000,12.20276377,1283000,7.109426169," $52,623,281,956.70 ",2.615234462,6.13
OECD members,OED,2000," $394,530,923,899 ",914409802,7.110806193,679677027.6,6.941375314," $27,681,866,522,254.60 ",3.063803449,6.725635136
Oman,OMN,2000," $377,000,000 ",,3.203113052,,9.903174506," $22,259,557,867.36 ",,
Other small states,OSS,2000,,22028654.64,21.69104397,,7.775007676," $56,448,952,736.34 ",4.018489525,
Pakistan,PAK,2000," $551,000,000 ",557000,5.511653496,,4.772991851," $99,484,802,344.53 ",4.366664513,7.16
Panama,PAN,2000," $628,000,000 ",600000,8.017464796,216000,2.967176381," $11,966,497,000.00 ",1.498961116,13.53
Peru,PER,2000," $861,000,000 ",,10.4936515,730000,6.861138937," $51,744,749,133.21 ",3.757338333,4.069
Philippines,PHL,2000," $2,334,000,000 ",1992000,8.499326317,1670000,5.215001983," $83,669,788,254.73 ",3.977125032,11.189
Palau,PLW,2000,,58000,,,," $149,535,800.00 ",,3.3
Papua New Guinea,PNG,2000,,,,52000,," $3,521,339,699.07 ",15.59589331,2.92
Poland,POL,2000," $6,128,000,000 ",84515000,13.23513531,56677000,5.973254086," $172,953,527,033.01 ",9.900175388,14.928
Pre-demographic dividend,PRE,2000," $2,546,886,545 ",7836650.595,3.918434293,,5.970110411," $282,737,138,649.39 ",4.165404423,
